,Date,High,Low,Open,Close,Volume,Adj Close,H-L,O-C,5MA,10MA,20MA,7SD,EMA8,EMA21,EMA34,EMA55,RSI_14,Sentiment
19,2021-08-27,300.8699951171875,296.8299865722656,298.989990234375,299.0899963378906,22605700.0,297.861572265625,4.040008544921875,-0.730010986328125,299.74782104492186,296.7989196777344,291.3229156494141,2.8897773079349434,297.4003943293489,294.38442881354433,293.2781010670918,292.5454046726079,64.52087456187023,0.28835442582411425
20,2021-08-30,304.2200012207031,301.05999755859375,301.1199951171875,299.7200012207031,16348100.0,301.70758056640625,3.160003662109375,-2.470001220703125,299.5371337890625,297.7482849121094,292.28263702392576,2.168839585388638,298.3624578258452,295.154187861634,293.95714748885746,293.1580966046054,69.82279721992248,0.25673504430386757
21,2021-08-31,304.5,301.5,304.4200134277344,303.5899963378906,26285300.0,300.0082092285156,3.0,2.540008544921875,299.3900573730469,298.67848510742186,293.04332122802737,1.9704768626918632,298.7296381703514,295.6572633266288,294.43344601366306,293.6023351142851,65.18734626607187,0.34371761977672577
22,2021-09-01,305.19000244140625,301.489990234375,302.8699951171875,301.8800048828125,18983800.0,299.95849609375,3.70001220703125,1.040008544921875,299.3542724609375,299.78160095214844,293.83177337646487,1.5767798979179206,299.0035635904093,296.0974429350424,294.85915771568455,294.00286985716224,65.05130504468798,0.2603972335021163
23,2021-09-02,303.3599853515625,300.17999267578125,302.20001220703125,301.8299865722656,16285600.0,299.28271484375,3.17999267578125,1.050018310546875,299.7637145996094,300.2168884277344,294.4371566772461,1.5052251126781722,299.06574655188746,296.4197338905472,295.1933449592762,294.3267384271639,63.12265954061796,0.2680911036400959
24,2021-09-03,302.6000061035156,300.260009765625,300.989990234375,301.1499938964844,14747900.0,299.2728271484375,2.339996337890625,-0.1500244140625,300.04596557617185,299.8968933105469,295.0450210571289,1.4751565522079235,299.1118505868284,296.7054791487291,295.4959687293197,294.62255357027567,63.09309599623715,0.2788129332164923
25,2021-09-07,301.0899963378906,298.20001220703125,301.010009765625,301.1400146484375,17180400.0,298.3186950683594,2.889984130859375,0.83001708984375,299.3681884765625,299.4526611328125,295.66122283935545,1.2595964747504693,298.9353373440899,296.8655674203557,295.701855832549,294.83841121485193,60.17336045450424,0.35997169288910097
26,2021-09-08,300.6099853515625,297.4700012207031,299.7799987792969,300.17999267578125,15046800.0,298.3485107421875,3.139984130859375,-0.42999267578125,299.0362487792969,299.21315307617186,296.3726470947266,1.1647329484995648,298.8047839000707,297.0115128273109,295.89189848627905,295.0388564532115,60.23528554343629,0.31834924324519104
27,2021-09-09,302.1400146484375,297.0,300.82000732421875,300.2099914550781,19927000.0,295.40692138671875,5.1400146484375,3.57000732421875,298.1259338378906,298.74010314941404,296.91169891357424,1.5844581860699993,298.049039093897,296.8547719400401,295.8575779861803,295.05943471695565,51.694313410910894,0.28404274905721344
28,2021-09-10,299.9200134277344,295.3800048828125,298.4200134277344,297.25,19633400.0,293.8764343261719,4.540008544921875,2.71002197265625,297.044677734375,298.40419616699216,297.23238372802734,2.2625667916559538,297.1211592791466,296.5657971769697,295.71926234720144,294.9946032326708,47.88965722957697,0.37460829578340055
29,2021-09-13,298.5400085449219,294.0799865722656,297.54998779296875,295.7099914550781,23652900.0,295.14849853515625,4.46002197265625,0.55999755859375,296.2198120117188,298.1328887939453,297.46590423583984,2.2209372284314353,296.6825570205046,296.4291190183578,295.6799125560568,295.0028791210251,51.110429199807996,0.30993454542852217
30,2021-09-14,301.3900146484375,298.1000061035156,299.55999755859375,296.989990234375,21853400.0,297.9311828613281,3.290008544921875,-0.230010986328125,296.1423095703125,297.7552490234375,297.75176696777345,2.0511588188685224,296.9601442240259,296.5731754261979,295.8333103778595,295.1575580783841,57.32418112403193,0.44630190059542657
31,2021-09-15,305.32000732421875,301.82000732421875,303.260009765625,299.7900085449219,28356300.0,302.9299621582031,3.5,-1.55999755859375,297.0585998535156,298.04742431640625,298.3629547119141,3.001660087874034,298.2871972717692,297.17979616804786,296.311605366296,295.5612067451896,65.7465412730613,0.2443957956156869
32,2021-09-16,305.30999755859375,300.760009765625,303.760009765625,304.82000732421875,19550800.0,303.3274841308594,4.54998779296875,-1.459991455078125,298.64271240234376,298.3843231201172,299.0829620361328,3.753611263023538,299.4075412929423,297.7638232064865,296.7796568780414,295.9580999091115,66.31584982572751,0.35608664457686245
33,2021-09-17,304.5,299.5299987792969,304.1700134277344,305.2200012207031,41372500.0,298.0106506347656,4.970001220703125,4.300018310546875,299.4695556640625,298.2571166992187,299.23700256347655,3.752631746205984,299.0970607347871,297.7871761567629,296.86100187655785,296.0614049625033,53.50630174217982,0.21831731292708167
34,2021-09-20,298.7200012207031,289.5199890136719,296.3299865722656,299.8699951171875,38278700.0,292.47515869140625,9.20001220703125,2.029998779296875,298.9348876953125,297.5773498535156,298.73712158203125,4.234659800837844,297.62530421694817,297.28644749805875,296.5737494746327,295.8835089734191,43.981198335132206,0.22217035421635956
35,2021-09-21,297.5400085449219,294.07000732421875,295.69000244140625,294.29998779296875,22364100.0,292.9720458984375,3.470001220703125,0.8900146484375,297.94306030273435,297.0426849365234,298.24767303466797,4.381005783012109,296.5911250836057,296.8811170618335,296.33980857618957,295.7410643181169,44.92893388252926,0.417017913059048
36,2021-09-22,300.2200012207031,294.510009765625,296.7300109863281,294.79998779296875,26626300.0,296.7286376953125,5.709991455078125,-1.8499755859375,296.7027954101562,296.8806976318359,298.0469253540039,4.2765804847119915,296.6216862396126,296.8668352981445,296.364868417079,295.7887517875948,51.59608345258669,0.3146445181965828
37,2021-09-23,300.8999938964844,297.5299987792969,298.8500061035156,298.5799865722656,18604600.0,297.7025451660156,3.3699951171875,-0.709991455078125,295.5778076171875,297.1102600097656,297.92518157958983,4.275998407905632,296.8618942161426,296.94489586095386,296.45045565474686,295.8800166298945,53.1787297781626,0.4040894291496703
38,2021-09-24,299.79998779296875,296.92999267578125,298.2300109863281,299.55999755859375,14999000.0,297.4938659667969,2.8699951171875,-1.1199951171875,295.4744506835938,297.4720031738281,297.93809967041017,3.618383660892158,297.00234016107925,296.99604539399564,296.516761659952,295.9560671602053,52.78050136476098,0.23506704037604126
39,2021-09-27,296.4700012207031,292.94000244140625,296.1400146484375,299.3500061035156,23571700.0,292.34600830078125,3.529998779296875,1.970001220703125,295.44862060546876,297.19175415039064,297.66232147216795,2.647091642015519,295.96755517473343,296.56376351203454,296.25340781609793,295.7878669417577,44.02290057990466,0.29927519932389257
40,2021-09-28,290.7799987792969,282.75,289.79998779296875,294.1700134277344,43186200.0,281.76202392578125,8.029998779296875,6.279998779296875,293.2066162109375,295.57483825683596,296.66504364013673,5.525314458256831,292.81066468913315,295.1905684160249,295.3438360393279,295.1414055664522,32.195029123273066,0.1339685453567654
41,2021-09-29,286.7699890136719,283.010009765625,285.1000061035156,283.5199890136719,26353700.0,282.2390441894531,3.759979248046875,1.100006103515625,290.30869750976564,293.50574645996096,295.7765853881836,6.8936403623997995,290.46135447211844,293.9912573778905,294.5258953441325,294.5528335684598,33.06789533228525,0.13493525004014373
42,2021-09-30,287.8299865722656,281.6199951171875,285.7099914550781,284.0,32343600.0,280.1719665527344,6.209991455078125,3.78997802734375,286.8025817871094,291.19019470214846,294.7872589111328,8.068525680236393,288.1747774814869,292.7137512960451,293.63468819849857,293.9032489101384,31.19397589169232,0.2322310619832327
43,2021-10-01,289.9800109863281,281.2900085449219,282.1199951171875,281.9200134277344,30086300.0,287.30743408203125,8.69000244140625,-6.980010986328125,284.7652954101562,290.119873046875,294.18849487304686,7.480128862895747,287.98203146554334,292.21473722512843,293.24377459695745,293.6081063458917,43.16675498274187,0.2883645861313261
44,2021-10-04,287.75,280.25,287.3999938964844,289.1000061035156,31350700.0,281.35455322265625,7.5,4.290008544921875,282.56700439453124,289.0078125,293.29258117675784,6.6039946277083645,286.5092404659124,291.21371452773474,292.51262102635764,293.06470563014915,37.33065033001185,0.2641821921108261
45,2021-10-05,290.3999938964844,284.04998779296875,284.04998779296875,283.1099853515625,24993000.0,286.9695739746094,6.350006103515625,-4.71002197265625,283.6085144042969,288.4075653076172,292.7251251220703,4.410479975664498,286.61153777665896,290.8230107060256,292.17321714528583,292.79672187020947,44.8980599013294,0.28775948413780755
