Date,High,Low,Open,Close,Volume,Adj Close,H-L,O-C,5MA,10MA,20MA,7SD,EMA8,EMA21,EMA34,EMA55,RSI_14
2021-01-29,266.55999755859375,254.85000610351562,265.29998779296875,265.0,30389500,258.3299865722656,11.709991455078125,6.970001220703125,271.1059997558594,268.284001159668,265.0370002746582,7.95660496779007,267.3010235200655,266.1129017739778,265.6503103833656,265.38419067240005,41.79043987384154
2021-02-01,264.1700134277344,254.91000366210938,259.5199890136719,258.3299865722656,22914300,262.010009765625,9.260009765625,-2.490020751953125,267.9059997558594,269.3490020751953,264.479500579834,8.742871029533648,266.1192099386577,265.68163415132744,265.35706177782254,265.1585528498299,45.38713516853297
2021-02-02,268.8500061035156,263.2699890136719,264.0,262.010009765625,17320800,267.0799865722656,5.58001708984375,-3.079986572265625,264.91199951171876,269.94700012207034,264.38649978637693,8.596150678524637,266.3335669155069,265.82656074748746,265.4926787279134,265.28316026873915,49.973315723644134
2021-02-03,269.20001220703125,263.8399963378906,265.6199951171875,267.0799865722656,14223400,266.6499938964844,5.360015869140625,-1.029998779296875,263.8139953613281,269.86399841308594,264.17049942016604,7.686865763836791,266.40410183417526,265.9108292585643,265.58185124274064,265.36929156047535,49.59293737315543
2021-02-04,268.1600036621094,264.0,267.010009765625,266.6499938964844,16060000,266.489990234375,4.160003662109375,0.52001953125,264.11199340820315,269.2259979248047,264.3294990539551,4.33275144219971,266.4232340967646,265.9694297013632,265.6504585778843,265.4380358281273,49.44212800249527
2021-02-05,269.1700134277344,265.6700134277344,266.79998779296875,266.489990234375,12454400,268.1000061035156,3.5,-1.300018310546875,266.0659973144531,268.58599853515625,264.2974998474121,3.465340986103357,266.79654746593167,266.1828128785256,265.8321706856309,265.597242660505,51.05500662891987
2021-02-08,269.8599853515625,265.0,268.75,268.1000061035156,13755200,266.5799865722656,4.8599853515625,2.170013427734375,266.97999267578126,267.4429962158203,264.2479988098145,3.5307266774841133,266.74835279956267,266.222226604483,265.8867156992649,265.65463569757463,49.451051815413244
2021-02-09,273.3900146484375,265.75,266.44000244140625,266.5799865722656,14613400,269.45001220703125,7.6400146484375,-3.010009765625,267.45399780273436,266.18299865722656,264.8784996032715,2.297909591864462,267.3494007736464,266.5398924763965,266.14257766370054,265.87137175966564,52.48629820211177
2021-02-10,273.79998779296875,267.7200012207031,272.45001220703125,269.45001220703125,14687200,271.8699951171875,6.079986572265625,0.58001708984375,268.497998046875,266.15599670410154,265.9174995422363,2.001998801114952,268.3548610247673,267.0605515027552,266.5478912990378,266.20675077112634,54.943015354819856
2021-02-11,273.5799865722656,268.489990234375,271.8900146484375,271.8699951171875,12828600,270.3900146484375,5.089996337890625,1.5,269.2780029296875,266.6949981689453,266.8550003051758,2.1268335467930157,268.8074267654591,267.3835944040016,266.81613320235624,266.43600446236275,53.133617609799636
2021-02-12,271.17999267578125,268.3399963378906,270.5199890136719,270.3900146484375,9097600,270.5,2.839996337890625,0.019989013671875,269.75800170898435,267.91199951171876,268.09800033569337,2.0642794387762744,269.1837542438906,267.6841270975233,267.07010758901635,266.6545502710969,53.256815535916544
2021-02-16,276.6000061035156,270.04998779296875,270.79998779296875,270.5,15417200,273.9700012207031,6.550018310546875,-3.170013427734375,271.2360046386719,269.1079986572266,269.22850036621094,2.4208537419507348,270.2478047145901,268.28697793542756,267.54025488820673,267.0409672639527,57.08935367168851
2021-02-17,273.9700012207031,269.5799865722656,271.239990234375,273.9700012207031,12763200,273.57000732421875,4.3900146484375,-2.33001708984375,272.06000366210935,269.7570007324219,269.8520004272461,2.5390179889835673,270.98630949764026,268.7911312666866,267.9466437686145,267.3800436023393,56.514134057336115
2021-02-18,271.95001220703125,266.0299987792969,269.57000732421875,273.57000732421875,15249100,269.3900146484375,5.920013427734375,0.17999267578125,271.5640075683594,270.0310028076172,269.94750061035154,1.8772798287975099,270.63148854392637,268.84802486472375,268.0429356152927,267.4827625406751,50.75848802800056
2021-02-19,270.2699890136719,260.1499938964844,269.8599853515625,269.3900146484375,25622600,261.55999755859375,10.1199951171875,8.29998779296875,269.7980041503906,269.5380035400391,269.3820007324219,4.159073480691561,268.615209339867,268.15848667004525,267.61453816508316,267.1846692730869,42.107456730776406
2021-02-22,263.07000732421875,257.5299987792969,257.95001220703125,261.55999755859375,17434900,260.3299865722656,5.540008544921875,-2.379974365234375,267.7640014648438,268.76100158691406,268.67350006103516,5.4604123935458135,266.77377004794124,267.4205458821636,267.1374337968584,266.8446422736172,40.9273961974634
2021-02-23,267.4599914550781,254.9600067138672,259.5,260.3299865722656,21924600,265.8599853515625,12.499984741210938,-6.3599853515625,266.1419982910156,268.6890014648437,268.06599884033204,5.471659988120206,266.57068287747336,267.2739339671578,267.0544598844624,266.7964674858075,47.98524800261247
2021-02-24,266.3800048828125,258.3900146484375,262.3299865722656,265.8599853515625,15736100,264.30999755859375,7.989990234375,-1.980010986328125,264.2899963378906,268.175,267.17899932861326,5.478389684099743,266.0682623659626,266.9963210655424,266.87758066983884,266.67640201877526,46.314944117665846
2021-02-25,266.94000244140625,254.0399932861328,262.29998779296875,264.30999755859375,19053100,254.69000244140625,12.900009155273438,7.6099853515625,261.34999389648436,266.4570007324219,266.3064987182617,6.189694159226133,263.53958010582164,265.84683343252186,266.09779500393546,266.1047954495894,37.57321471453258
2021-02-26,265.54998779296875,256.4700012207031,256.4700012207031,254.69000244140625,26619500,257.6199951171875,9.079986572265625,-1.149993896484375,260.56199340820314,265.17999877929685,265.93749847412107,5.007373167340347,262.2240439184826,265.0803091104125,265.55905292239055,265.70496037818253,41.21266943930994
2021-03-01,266.6499938964844,257.8999938964844,260.82000732421875,257.6199951171875,22157300,264.9100036621094,8.75,-4.089996337890625,261.4779968261719,264.6209991455078,266.2664993286133,4.105363963827065,262.8209495729813,265.0644769873079,265.5180700104737,265.66792167645866,49.15518710426555
2021-03-02,266.7099914550781,258.6499938964844,265.7799987792969,264.9100036621094,15191700,259.0,8.05999755859375,6.779998779296875,260.1059997558594,263.1239990234375,266.11599884033205,4.1940809072585665,261.971821219982,264.50186000500617,265.10895432039115,265.360592283674,43.96881570659251
2021-03-03,260.989990234375,255.10000610351562,260.2900085449219,259.0,15513500,255.41000366210938,5.889984130859375,4.8800048828125,258.3260009765625,261.30799865722656,265.5324996948242,4.699101972166328,260.513601542936,263.65995418153585,264.50359053171127,264.9066724425637,41.1299589770209
2021-03-04,266.489990234375,253.5,256.4700012207031,255.41000366210938,31626500,257.6400146484375,12.989990234375,-1.170013427734375,258.91600341796874,260.13299865722655,265.0820007324219,4.047515362904782,259.875013735282,263.10344882513397,264.07744463391083,264.5784370576475,43.56735874207535
2021-03-05,265.45001220703125,255.61000061035156,260.6700134277344,257.6400146484375,26820100,264.2799987792969,9.840011596679688,-3.6099853515625,260.2480041503906,260.4049987792969,264.971501159668,4.041069155693879,260.8539147311938,263.2120467780513,264.0899589361694,264.5650828563794,50.18142376738107
2021-03-08,265.5799865722656,255.0500030517578,265.54998779296875,264.2799987792969,18391800,255.30999755859375,10.529983520507812,10.239990234375,258.3280029296875,259.9029998779297,264.3320007324219,3.9342329646462226,259.6219180327108,262.4836861330752,263.55001608298824,264.15465333242855,42.8714416440702
2021-03-09,268.5299987792969,259.80999755859375,261.17999267578125,255.30999755859375,22039700,265.739990234375,8.720001220703125,-4.55999755859375,259.6760009765625,259.89100036621096,264.29000091552734,4.550797930246014,260.9815025977257,262.78345246764866,263.6841094290285,264.22435560758265,51.68466051791518
2021-03-10,268.9700012207031,262.8699951171875,268.6400146484375,265.739990234375,14210300,264.8999938964844,6.100006103515625,3.740020751953125,261.5739990234375,259.95,264.0625,4.549119145371355,261.8522849002139,262.97807195791506,263.7582556294639,264.25381815550986,51.00224536770534
2021-03-11,277.8999938964844,267.82000732421875,268.1099853515625,264.8999938964844,21834000,273.8800048828125,10.079986572265625,-5.77001953125,264.8219970703125,261.86900024414064,264.1630004882812,6.76384433434268,264.5251269813944,263.9794787164062,264.37313276884845,264.6702999591634,57.46758305569448
2021-03-12,269.739990234375,264.0199890136719,269.1400146484375,273.8800048828125,20600200,268.3999938964844,5.720001220703125,0.740020751953125,265.64599609375,262.94700012207034,264.0634994506836,6.274227705855177,265.38621238145925,264.3851449906323,264.61687820852023,264.83045765521126,52.881829117599615
2021-03-15,275.9599914550781,268.5,269.0799865722656,268.3999938964844,16844800,273.75,7.459991455078125,-4.670013427734375,269.33399658203126,263.83099975585935,264.2259994506836,6.374906973584319,267.24483833812036,265.24381002818365,265.1678388982852,265.2107257148888,56.5289137360024
2021-03-16,282.1400146484375,274.79998779296875,276.0799865722656,273.75,22437700,279.2799987792969,7.34002685546875,-3.20001220703125,272.0419982910156,265.85899963378904,264.49149932861326,7.819171800207618,269.9193256950896,266.52978596186233,266.0164619355199,265.80642141423385,59.97732438202204
2021-03-17,286.2300109863281,275.4100036621094,275.7099914550781,279.2799987792969,21315000,284.010009765625,10.82000732421875,-8.300018310546875,275.86400146484374,268.7190002441406,265.0134994506836,7.086595189775186,273.0505954319759,268.1301640787792,267.0952619902017,266.57209155240974,62.7026491780513
