,Date,High,Low,Open,Close,Volume,Adj Close,H-L,O-C,5MA,10MA,20MA,7SD,EMA8,EMA21,EMA34,EMA55,RSI_14,Sentiment
19,2021-08-27,2900.219970703125,2840.39990234375,2842.25,2842.4599609375,1228100,2891.010009765625,59.820068359375,-48.760009765625,2852.485986328125,2802.5169921875,2774.116015625,53.288074380942724,2829.5071565916496,2797.4389078908957,2788.454865231878,2782.8897612606565,78.53137981462143,0.24242200281309045
20,2021-08-30,2929.7900390625,2892.0,2894.090087890625,2891.010009765625,845800,2909.389892578125,37.7900390625,-15.2998046875,2869.965966796875,2815.623974609375,2783.5960083007812,46.05426558034506,2847.3499569868654,2809.2064208844463,2798.1969255325503,2791.3490629323596,80.3224403028069,0.3367772661149502
21,2021-08-31,2922.239990234375,2900.0,2917.68994140625,2909.389892578125,1337800,2909.239990234375,22.239990234375,8.449951171875,2882.219970703125,2831.94697265625,2792.7780029296873,34.61955090757593,2861.15812004992,2819.5739966761735,2806.9374821791193,2798.9944393991054,80.26362704045812,0.20087472773317633
22,2021-09-01,2936.409912109375,2912.2900390625,2913.0,2909.239990234375,791200,2916.840087890625,24.119873046875,-3.840087890625,2893.78798828125,2850.4909912109374,2802.59150390625,31.720581534814873,2873.5702192356684,2829.5280150380663,2815.405609102108,2806.4205062766177,81.02233826644745,0.183447999805212
23,2021-09-02,2926.5,2882.1298828125,2918.989990234375,2916.840087890625,1092200,2884.3798828125,44.3701171875,34.610107421875,2902.17197265625,2865.1019775390623,2809.870495605469,27.91517243022309,2875.978150010635,2835.0780155978046,2820.616420614809,2811.2025769360853,68.84866931950242,0.17952368461659976
24,2021-09-03,2907.5400390625,2870.10009765625,2882.919921875,2884.3798828125,955200,2895.5,37.43994140625,-12.580078125,2903.069970703125,2877.777978515625,2817.6094970703125,24.962801185922867,2880.324458013489,2841.1294460882455,2826.1714273674083,2816.2442281625085,70.48475447097846,0.08043913316467534
25,2021-09-07,2916.47998046875,2890.820068359375,2894.989990234375,2895.5,758500,2910.3798828125,25.659912109375,-15.389892578125,2903.26796875,2886.6169677734374,2825.1264892578124,12.040935144962262,2887.013159497151,2848.0015470820867,2832.313515857962,2821.741826318295,72.5614164813012,0.285329954964774
26,2021-09-08,2911.02001953125,2884.0,2907.8701171875,2910.3798828125,774300,2897.669921875,27.02001953125,10.2001953125,2900.953955078125,2891.586962890625,2831.9134887695313,11.227383062107975,2889.3840081021935,2852.889711764605,2837.0064226636464,2826.0777219513184,68.15060475865278,0.12502869196010358
27,2021-09-09,2913.389892578125,2888.679931640625,2897.669921875,2897.669921875,739900,2898.27001953125,24.7099609375,-0.60009765625,2897.23994140625,2895.51396484375,2839.137487792969,11.013826382879953,2891.3604144337387,2857.3225845345996,2841.3418795012003,2830.1139449235566,68.24874250853605,0.28697143430295197
28,2021-09-10,2920.3798828125,2834.830078125,2908.8701171875,2898.27001953125,1644800,2838.419921875,85.5498046875,70.4501953125,2888.04794921875,2895.1099609375,2842.668981933594,25.711639104880742,2879.587812626791,2855.4885438140236,2841.137879940595,2830.569133965245,51.27821268338252,0.43237899664951407
29,2021-09-13,2883.820068359375,2845.64990234375,2864.02001953125,2838.419921875,1008800,2869.300048828125,38.170166015625,-5.280029296875,2882.807958984375,2892.93896484375,2847.727978515625,24.17787815504543,2877.3004266927337,2856.8204656950543,2843.0794456820063,2832.6519313092217,57.192704500005306,0.28726014246543247
30,2021-09-14,2894.550048828125,2858.110107421875,2883.219970703125,2869.300048828125,945800,2868.1201171875,36.43994140625,15.099853515625,2874.356005859375,2888.8119873046876,2852.217980957031,24.99725747079694,2875.2595139070927,2857.9041661059687,2844.7856754743257,2834.5254330008534,56.90843301096982,0.28694680891931057
31,2021-09-15,2911.6298828125,2845.1201171875,2875.179931640625,2868.1201171875,1032400,2904.1201171875,66.509765625,-28.940185546875,2875.646044921875,2888.3,2860.123486328125,25.937738608156586,2881.6750448270072,2862.314500401003,2848.784655132831,2838.139733183937,62.95791791607711,0.33596088207111907
